Go Trial:,1,1,0.3495,
Go Trial:,1,1,0.4498,
Go Trial:,1,1,0.3665,
Go Trial:,1,1,0.3662,
Go Trial:,1,1,0.2996,
Go Trial:,1,1,0.3662,
Go Trial:,1,1,0.3498,
Go Trial:,1,1,0.3161,
Go Trial:,1,1,0.2154,
Go Trial:,1,1,0.2163,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.2505,
Go Trial:,1,1,0.2835,
Stop Trial:,0,0,0.3669,0.2
Go Trial:,1,1,0.4835,
Go Trial:,1,1,0.2661,
Go Trial:,1,1,0.2487,
Go Trial:,1,1,0.683,
Go Trial:,1,1,0.3167,
Stop Trial:,0,0,0.3001,0.2
Stop Trial:,0,1,0,0.1
Stop Trial:,0,0,0.416,0.05
Go Trial:,1,1,0.9156,
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.6991,
Go Trial:,1,1,0.6832,
Go Trial:,1,1,0.3,
Go Trial:,1,1,0.316,
Go Trial:,1,1,0.302,
Go Trial:,1,1,0.6329,
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.3498,
Go Trial:,1,1,0.3169,
Go Trial:,1,1,0.3158,
Go Trial:,1,0,0,
Go Trial:,1,1,0.2837,
Go Trial:,1,1,0.2676,
Go Trial:,1,1,0.2326,
Go Trial:,1,1,0.5499,
Go Trial:,1,1,0.7165,
Go Trial:,1,1,0.3,
Stop Trial:,0,0,0.4166,0.05
Go Trial:,1,1,0.2662,
Stop Trial:,0,0,0.2332,0.1
Go Trial:,1,1,0.6501,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.4171,
Go Trial:,1,1,0.6494,
Go Trial:,1,1,0.2496,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.2994,
Go Trial:,1,1,0.4334,
Go Trial:,1,1,0.3497,
Go Trial:,1,1,0.3326,
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.6,
Go Trial:,1,1,0.8329,
Go Trial:,1,1,0.334,
Go Trial:,1,1,0.6828,
Go Trial:,1,1,0.2994,
Go Trial:,1,1,0.2497,
Go Trial:,1,1,0.2663,
Go Trial:,1,1,0.5995,
Go Trial:,1,1,0.8322,
Go Trial:,1,1,0.267,
Go Trial:,1,1,0.2493,
Go Trial:,1,1,0.6827,
Go Trial:,1,1,0.3665,
Go Trial:,1,1,0.3508,
Go Trial:,1,1,0.2998,
Go Trial:,1,1,0.3995,
Go Trial:,1,1,0.349,
Go Trial:,1,1,0.317,
Go Trial:,1,1,0.4329,
Stop Trial:,0,1,0,0.1
Go Trial:,1,1,0.2321,
Stop Trial:,0,0,0.2998,0.1
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.6997,
Go Trial:,1,1,0.3667,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.3337,
Go Trial:,1,1,0.2838,
Go Trial:,1,1,0.5996,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.3662,
Go Trial:,1,1,0.3833,
Go Trial:,1,1,0.3333,
Go Trial:,1,1,0.3667,
Stop Trial:,0,0,0.2821,0.1
Go Trial:,1,1,0.3333,
Go Trial:,1,1,0.2667,
Go Trial:,1,1,0.2165,
Go Trial:,1,1,0.4326,
Go Trial:,1,1,0.2485,
Go Trial:,1,1,0.2838,
Go Trial:,1,1,0.3159,
Go Trial:,1,1,0.7496,
Go Trial:,1,1,0.3826,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.2998,
Go Trial:,1,1,0.483,
Go Trial:,1,1,0.2663,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.316,
Go Trial:,1,1,0.3502,
Go Trial:,1,1,0.4327,
Go Trial:,1,1,0.332,
Go Trial:,1,1,0.2995,
Go Trial:,1,1,0.5155,
Go Trial:,1,1,0.3504,
Go Trial:,1,1,0.5494,
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.6325,
Go Trial:,1,1,0.3667,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.3492,
Go Trial:,1,1,0.2833,
Stop Trial:,0,0,0.3004,0.1
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.3492,
Go Trial:,1,1,0.2497,
Go Trial:,1,1,0.5833,
Go Trial:,1,1,0.282,
Go Trial:,1,1,0.2499,
Go Trial:,1,1,0.2001,
Stop Trial:,0,0,0.4164,0.1
Go Trial:,1,1,0.4995,
Go Trial:,1,1,0.3327,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.7991,
Go Trial:,1,1,0.3173,
Stop Trial:,0,1,0,0.05
Stop Trial:,0,1,0,0.1
Go Trial:,1,1,0.3498,
Go Trial:,1,1,0.3827,
Go Trial:,1,1,0.2668,
Go Trial:,1,1,0.4658,
Go Trial:,1,1,0.2503,
Go Trial:,1,1,0.3327,
Go Trial:,1,1,0.366,
Go Trial:,1,1,0.6668,
Go Trial:,1,1,0.5497,
Go Trial:,1,1,0.283,
Go Trial:,1,1,0.4505,
Go Trial:,1,1,0.7158,
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.3001,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.4829,
