Go Trial:,1,1,0.4177,
Go Trial:,1,1,0.3654,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.6003,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.4334,
Go Trial:,1,1,0.766,
Go Trial:,1,1,0.3497,
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,1.2447,
Go Trial:,1,1,0.3663,
Go Trial:,1,1,0.3496,
Go Trial:,1,1,0.5658,
Go Trial:,1,1,0.3327,
Go Trial:,1,1,0.2993,
Go Trial:,1,1,0.3167,
Go Trial:,1,1,0.6002,
Go Trial:,1,1,0.2993,
Go Trial:,1,1,0.6163,
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.5832,
Go Trial:,1,1,0.3496,
Go Trial:,1,1,0.3329,
Go Trial:,1,1,0.35,
Go Trial:,1,1,0.333,
Go Trial:,1,1,0.7826,
Go Trial:,1,1,0.2995,
Go Trial:,1,1,0.2999,
Go Trial:,1,1,0.483,
Go Trial:,1,1,0.913,
Go Trial:,1,1,0.4165,
Go Trial:,1,1,0.3996,
Go Trial:,1,1,0.3336,
Go Trial:,1,1,0.7997,
Go Trial:,1,1,1.4823,
Go Trial:,1,1,0.3334,
Go Trial:,1,1,0.5001,
Go Trial:,1,1,0.5833,
Go Trial:,1,1,0.4652,
Go Trial:,1,1,0.4824,
Go Trial:,1,1,0.3327,
Go Trial:,1,1,0.2998,
Go Trial:,1,1,0.3653,
Go Trial:,1,1,0.4502,
Go Trial:,1,1,0.4993,
Go Trial:,1,1,0.3994,
Stop Trial:,0,0,0.3657,0.1
Go Trial:,1,1,0.4007,
Go Trial:,1,1,0.3831,
Go Trial:,1,1,0.3,
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.483,
Go Trial:,1,1,0.3489,
Go Trial:,1,1,0.5835,
Stop Trial:,0,1,0,0.1
Stop Trial:,0,1,0,0.2
Stop Trial:,0,0,0.4662,0.1
Go Trial:,1,1,0.4658,
Stop Trial:,0,1,0,0.1
Go Trial:,1,1,0.733,
Go Trial:,1,1,0.4004,
Go Trial:,1,1,0.4666,
Stop Trial:,0,1,0,0.1
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.6,
Stop Trial:,0,1,0,0.1
Go Trial:,1,1,0.583,
Stop Trial:,0,1,0,0.1
Go Trial:,1,1,0.3831,
Go Trial:,1,1,0.4994,
Go Trial:,1,1,0.4169,
Go Trial:,1,1,0.4328,
Go Trial:,1,1,0.533,
Go Trial:,1,1,0.4008,
Go Trial:,1,1,0.3493,
Go Trial:,1,1,0.3325,
Go Trial:,1,1,0.5155,
Go Trial:,1,1,0.5489,
Go Trial:,1,1,0.2835,
Go Trial:,1,1,0.3499,
Stop Trial:,0,0,0.4002,0.05
Go Trial:,1,1,0.2332,
Stop Trial:,0,1,0,0.1
Go Trial:,1,1,0.5174,
Go Trial:,1,1,0.3002,
Go Trial:,1,1,0.3669,
Go Trial:,1,1,0.1824,
Go Trial:,1,1,0.4158,
Go Trial:,1,1,0.7324,
Go Trial:,1,1,0.3493,
Go Trial:,1,1,0.2995,
Go Trial:,1,1,0.4834,
Go Trial:,1,1,0.2999,
Stop Trial:,0,0,0.5665,0.2
Stop Trial:,0,0,0.6333,0.2
Go Trial:,1,1,0.4997,
Go Trial:,1,1,0.5481,
Go Trial:,1,1,0.6495,
Go Trial:,1,1,0.3997,
Go Trial:,1,1,0.6665,
Stop Trial:,0,0,0.3825,0.1
Go Trial:,1,1,0.3501,
Go Trial:,1,1,0.2997,
Go Trial:,1,1,0.4,
Stop Trial:,0,0,0.4498,0.05
Stop Trial:,0,0,0.4161,0.05
Go Trial:,1,1,0.4163,
Go Trial:,1,1,0.3331,
Go Trial:,1,1,0.2826,
Stop Trial:,0,0,0.3324,0.05
Stop Trial:,0,1,0,0.2
Stop Trial:,0,1,0,0.1
Go Trial:,1,1,0.6499,
Go Trial:,1,1,0.2666,
Go Trial:,1,1,0.633,
Go Trial:,1,1,0.3001,
Go Trial:,1,1,0.4821,
Go Trial:,1,1,0.35,
Go Trial:,1,1,0.2662,
Go Trial:,1,1,0.5,
Go Trial:,1,1,0.3162,
Go Trial:,1,1,0.299,
Go Trial:,1,1,0.3822,
Go Trial:,1,1,0.315,
Stop Trial:,0,0,0.8172,0.2
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.3673,
Go Trial:,1,1,0.2993,
Go Trial:,1,1,0.2999,
Go Trial:,1,1,0.3505,
Go Trial:,1,1,0.6329,
Go Trial:,1,1,0.3506,
Go Trial:,1,1,0.3006,
Go Trial:,1,1,0.3502,
Stop Trial:,0,0,0.5999,0.05
Go Trial:,1,1,0.6995,
Go Trial:,1,1,0.5499,
Go Trial:,1,1,0.3334,
Go Trial:,1,1,0.3666,
Go Trial:,1,1,0.2486,
Go Trial:,1,1,0.267,
Stop Trial:,0,1,0,0.05
Go Trial:,1,1,0.2842,
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.3165,
Go Trial:,1,1,0.515,
Go Trial:,1,1,0.3491,
Go Trial:,1,1,0.3501,
Stop Trial:,0,1,0,0.2
Go Trial:,1,1,0.3164,
